transaction_id,customer_id,product_id,purchase_date,price,city,festival
T5830,c861,p0,2024-04-25T00:00:00.000000,299,Karimnagar,
T5831,c863,p7,2024-06-29T00:00:00.000000,349,Panchkula,
T5832,c816,p6,2024-03-08T00:00:00.000000,249,Gurgaon,Holi
T5833,c112,p4,2024-05-07T00:00:00.000000,399,Chandrapur,Summer
T5834,c964,p9,2024-04-15T00:00:00.000000,299,Machilipatnam,
T5835,c675,p6,2024-04-23T00:00:00.000000,249,Rohtak,
T5836,c814,p5,2024-05-30T00:00:00.000000,599,Gulbarga,Summer
T5837,c513,p5,2024-05-21T00:00:00.000000,599,Rajahmundry,
T5838,c43,p9,2024-05-30T00:00:00.000000,299,Raurkela Industrial Township,
T5839,c383,p4,2024-03-14T00:00:00.000000,399,Guwahati,
T5840,c893,p9,2024-10-07T00:00:00.000000,299,Ambattur,
T5841,c467,p2,2024-11-02T00:00:00.000000,199,Bellary,
T5842,c166,p4,2024-05-14T00:00:00.000000,399,Ratlam,
T5843,c79,p4,2024-09-11T00:00:00.000000,399,Chennai,
T5844,c117,p5,2024-03-27T00:00:00.000000,599,Kottayam,
T5845,c38,p0,2024-09-03T00:00:00.000000,299,Maheshtala,
T5846,c790,p0,2024-05-02T00:00:00.000000,299,Tirunelveli,
T5847,c659,p8,2024-12-14T00:00:00.000000,199,Saharsa,
T5848,c743,p8,2024-04-03T00:00:00.000000,199,Kochi,
T5849,c170,p8,2024-10-11T00:00:00.000000,199,Nangloi Jat,Diwali
T5850,c246,p3,2024-01-04T00:00:00.000000,149,Chittoor,
T5851,c300,p8,2024-05-01T00:00:00.000000,199,Karimnagar,
T5852,c779,p9,2024-10-23T00:00:00.000000,299,Barasat,
T5853,c679,p9,2024-11-25T00:00:00.000000,299,Gangtok,
T5854,c829,p7,2024-08-23T00:00:00.000000,349,Bhilwara,
T5855,c913,p8,2024-02-03T00:00:00.000000,199,Khandwa,
T5856,c561,p1,2024-10-29T00:00:00.000000,499,Panvel,Diwali
T5857,c472,p1,2024-07-13T00:00:00.000000,499,Nanded,
T5858,c249,p7,2024-05-03T00:00:00.000000,349,Mirzapur,
T5859,c550,p1,2024-05-05T00:00:00.000000,499,South Dumdum,
T5860,c714,p5,2024-12-14T00:00:00.000000,599,Gorakhpur,
T5861,c453,p0,2024-03-25T00:00:00.000000,299,Dibrugarh,Holi
T5862,c567,p0,2024-10-27T00:00:00.000000,299,Ratlam,
T5863,c487,p8,2024-05-21T00:00:00.000000,199,Imphal,Summer
T5864,c105,p1,2024-05-30T00:00:00.000000,499,Vasai-Virar,
T5865,c727,p0,2024-09-02T00:00:00.000000,299,Berhampore,
T5866,c352,p8,2024-03-02T00:00:00.000000,199,Malegaon,Holi
T5867,c407,p2,2024-10-09T00:00:00.000000,199,Thane,
T5868,c866,p9,2024-06-15T00:00:00.000000,299,Srikakulam,Summer
T5869,c151,p3,2024-03-17T00:00:00.000000,149,Thrissur,Holi
T5870,c607,p8,2024-06-05T00:00:00.000000,199,Dewas,
T5871,c800,p0,2024-02-14T00:00:00.000000,299,Guwahati,
T5872,c380,p8,2024-07-09T00:00:00.000000,199,Rourkela,
T5873,c490,p5,2024-07-27T00:00:00.000000,599,Hindupur,
T5874,c950,p0,2024-05-11T00:00:00.000000,299,Bardhaman,
T5875,c235,p8,2024-03-19T00:00:00.000000,199,Navi Mumbai,
T5876,c852,p5,2024-03-03T00:00:00.000000,599,Nagercoil,Holi
T5877,c488,p2,2024-07-06T00:00:00.000000,199,Purnia,
T5878,c337,p9,2024-05-28T00:00:00.000000,299,Madanapalle,
T5879,c993,p4,2024-10-20T00:00:00.000000,399,Amroha,Diwali
T5880,c282,p1,2024-09-26T00:00:00.000000,499,Sirsa,
T5881,c534,p2,2024-03-29T00:00:00.000000,199,Dewas,Holi
T5882,c833,p6,2024-06-10T00:00:00.000000,249,Jhansi,
T5883,c259,p4,2024-11-19T00:00:00.000000,399,Dharmavaram,
T5884,c918,p4,2024-09-20T00:00:00.000000,399,Mysore,
T5885,c881,p3,2024-06-18T00:00:00.000000,149,Avadi,
T5886,c102,p4,2024-06-27T00:00:00.000000,399,Gandhinagar,
T5887,c478,p9,2024-11-14T00:00:00.000000,299,New Delhi,
T5888,c774,p7,2024-02-16T00:00:00.000000,349,Mahbubnagar,
T5889,c516,p0,2024-03-15T00:00:00.000000,299,Satna,Holi
T5890,c276,p4,2024-10-19T00:00:00.000000,399,Amroha,
T5891,c586,p9,2024-09-05T00:00:00.000000,299,Amravati,
T5892,c748,p9,2024-03-12T00:00:00.000000,299,Gangtok,
T5893,c880,p3,2024-11-05T00:00:00.000000,149,Berhampore,Diwali
T5894,c899,p0,2024-07-31T00:00:00.000000,299,Mumbai,
T5895,c552,p0,2024-04-30T00:00:00.000000,299,Bhavnagar,
T5896,c499,p6,2024-07-27T00:00:00.000000,249,Thoothukudi,
T5897,c233,p6,2024-07-01T00:00:00.000000,249,Jabalpur,
T5898,c860,p9,2024-02-12T00:00:00.000000,299,Berhampore,
T5899,c813,p2,2024-03-28T00:00:00.000000,199,Deoghar,
T5900,c792,p9,2024-06-24T00:00:00.000000,299,Rourkela,
T5901,c655,p4,2024-12-21T00:00:00.000000,399,Kurnool,
T5902,c157,p0,2024-09-17T00:00:00.000000,299,Raurkela Industrial Township,
T5903,c327,p7,2024-09-17T00:00:00.000000,349,Panchkula,
T5904,c401,p4,2024-12-12T00:00:00.000000,399,Haldia,
T5905,c210,p8,2024-05-19T00:00:00.000000,199,Rohtak,
T5906,c211,p0,2024-03-08T00:00:00.000000,299,Phagwara,
T5907,c270,p4,2024-08-23T00:00:00.000000,399,Vijayawada,
T5908,c626,p9,2024-04-11T00:00:00.000000,299,Bhind,
T5909,c882,p0,2024-05-23T00:00:00.000000,299,Gwalior,
T5910,c310,p6,2024-06-03T00:00:00.000000,249,Allahabad,
T5911,c242,p5,2024-05-09T00:00:00.000000,599,Phusro,
T5912,c509,p8,2024-08-19T00:00:00.000000,199,Asansol,
T5913,c50,p6,2024-05-14T00:00:00.000000,249,Silchar,
T5914,c832,p7,2024-07-15T00:00:00.000000,349,Solapur,
T5915,c909,p0,2024-11-20T00:00:00.000000,299,Nangloi Jat,
T5916,c818,p1,2024-03-21T00:00:00.000000,499,Coimbatore,
T5917,c981,p7,2024-09-21T00:00:00.000000,349,Bettiah,
T5918,c367,p4,2024-10-20T00:00:00.000000,399,Imphal,Diwali
T5919,c657,p7,2024-05-14T00:00:00.000000,349,Surendranagar Dudhrej,Summer
T5920,c525,p1,2024-10-14T00:00:00.000000,499,Ghaziabad,
T5921,c134,p8,2024-05-09T00:00:00.000000,199,Serampore,
T5922,c892,p8,2024-04-23T00:00:00.000000,199,Shimoga,
T5923,c533,p4,2024-09-11T00:00:00.000000,399,Rajpur Sonarpur,
T5924,c577,p6,2024-05-31T00:00:00.000000,249,Silchar,
T5925,c490,p1,2024-02-17T00:00:00.000000,499,Hindupur,
T5926,c762,p8,2024-09-25T00:00:00.000000,199,Chittoor,
T5927,c360,p0,2024-10-14T00:00:00.000000,299,Thrissur,
T5928,c781,p7,2024-01-21T00:00:00.000000,349,Patiala,
T5929,c821,p1,2024-06-21T00:00:00.000000,499,Madhyamgram,Summer
T5930,c547,p3,2024-10-29T00:00:00.000000,149,Tadepalligudem,Diwali
T5931,c66,p5,2024-04-09T00:00:00.000000,599,Bally,
T5932,c792,p4,2024-02-04T00:00:00.000000,399,Rourkela,
T5933,c356,p3,2024-05-01T00:00:00.000000,149,Belgaum,Summer
T5934,c495,p7,2024-03-15T00:00:00.000000,349,Nagpur,
T5935,c984,p8,2024-02-18T00:00:00.000000,199,Tirunelveli,
T5936,c420,p7,2024-06-30T00:00:00.000000,349,Nashik,
T5937,c786,p5,2024-03-29T00:00:00.000000,599,Patiala,Holi
T5938,c719,p1,2024-06-17T00:00:00.000000,499,Haldia,
T5939,c65,p0,2024-11-15T00:00:00.000000,299,Agra,
T5940,c816,p9,2024-12-26T00:00:00.000000,299,Gurgaon,
T5941,c969,p1,2024-11-06T00:00:00.000000,499,Ambarnath,Diwali
T5942,c811,p9,2024-10-16T00:00:00.000000,299,Chandigarh,
T5943,c839,p3,2024-03-10T00:00:00.000000,149,Tiruchirappalli,Holi
T5944,c274,p4,2024-10-24T00:00:00.000000,399,Madhyamgram,
T5945,c565,p0,2024-03-30T00:00:00.000000,299,Dindigul,
T5946,c605,p8,2024-07-13T00:00:00.000000,199,Bhopal,
T5947,c101,p0,2024-11-10T00:00:00.000000,299,Durgapur,
T5948,c377,p7,2024-03-08T00:00:00.000000,349,Jorhat,
T5949,c926,p1,2024-02-01T00:00:00.000000,499,Begusarai,
T5950,c121,p6,2024-08-03T00:00:00.000000,249,Srinagar,
T5951,c50,p1,2024-09-26T00:00:00.000000,499,Silchar,
T5952,c989,p8,2024-04-03T00:00:00.000000,199,Chittoor,
T5953,c180,p8,2024-08-05T00:00:00.000000,199,Anantapuram,
T5954,c475,p4,2024-10-06T00:00:00.000000,399,Rewa,
T5955,c807,p7,2024-04-07T00:00:00.000000,349,Anantapur,
T5956,c473,p8,2024-04-18T00:00:00.000000,199,Jamshedpur,
T5957,c694,p8,2024-12-11T00:00:00.000000,199,Agartala,
T5958,c441,p4,2024-09-19T00:00:00.000000,399,Suryapet,
T5959,c728,p6,2024-11-04T00:00:00.000000,249,Kakinada,Diwali
T5960,c391,p4,2024-06-17T00:00:00.000000,399,Bardhaman,
T5961,c579,p6,2024-11-01T00:00:00.000000,249,Kishanganj,
T5962,c377,p1,2024-08-27T00:00:00.000000,499,Jorhat,
T5963,c401,p3,2024-05-22T00:00:00.000000,149,Haldia,
T5964,c481,p2,2024-03-27T00:00:00.000000,199,Varanasi,Holi
T5965,c744,p5,2024-01-31T00:00:00.000000,599,Chennai,
T5966,c407,p4,2024-05-16T00:00:00.000000,399,Thane,
T5967,c284,p1,2024-12-28T00:00:00.000000,499,Durgapur,
T5968,c952,p8,2024-10-02T00:00:00.000000,199,Maheshtala,
T5969,c472,p9,2024-01-22T00:00:00.000000,299,Nanded,
T5970,c898,p9,2024-06-26T00:00:00.000000,299,Allahabad,
T5971,c665,p1,2024-10-30T00:00:00.000000,499,Kulti,Diwali
T5972,c429,p4,2024-03-27T00:00:00.000000,399,Muzaffarnagar,Holi
T5973,c747,p4,2024-04-22T00:00:00.000000,399,Mirzapur,
T5974,c686,p1,2024-02-16T00:00:00.000000,499,Meerut,
T5975,c80,p6,2024-10-11T00:00:00.000000,249,Rohtak,
T5976,c803,p9,2024-06-30T00:00:00.000000,299,Muzaffarnagar,
T5977,c703,p4,2024-02-07T00:00:00.000000,399,Orai,
T5978,c897,p6,2024-09-06T00:00:00.000000,249,Guwahati,
T5979,c857,p4,2024-10-28T00:00:00.000000,399,Latur,Diwali
T5980,c66,p0,2024-07-14T00:00:00.000000,299,Bally,
T5981,c326,p5,2024-04-23T00:00:00.000000,599,Malda,
T5982,c583,p7,2024-02-13T00:00:00.000000,349,Tiruppur,
T5983,c51,p1,2024-12-04T00:00:00.000000,499,Satna,
T5984,c667,p4,2024-01-14T00:00:00.000000,399,Dhule,
T5985,c418,p8,2024-04-19T00:00:00.000000,199,Raurkela Industrial Township,
T5986,c801,p6,2024-03-15T00:00:00.000000,249,Kalyan-Dombivli,Holi
T5987,c188,p9,2024-03-30T00:00:00.000000,299,Hajipur,
T5988,c620,p3,2024-08-02T00:00:00.000000,149,Purnia,
T5989,c33,p1,2024-01-25T00:00:00.000000,499,Pune,
T5990,c740,p0,2024-03-02T00:00:00.000000,299,Bikaner,Holi
T5991,c150,p3,2024-06-04T00:00:00.000000,149,Bhusawal,Summer
T5992,c466,p1,2024-06-10T00:00:00.000000,499,Khandwa,
T5993,c466,p3,2024-01-28T00:00:00.000000,149,Khandwa,
T5994,c26,p2,2024-11-23T00:00:00.000000,199,Bettiah,
T5995,c106,p9,2024-08-07T00:00:00.000000,299,Shimoga,
T5996,c988,p4,2024-06-05T00:00:00.000000,399,Bettiah,
T5997,c374,p0,2024-10-16T00:00:00.000000,299,Ahmednagar,
T5998,c53,p6,2024-05-31T00:00:00.000000,249,Medininagar,
T5999,c114,p6,2024-03-12T00:00:00.000000,249,Mahbubnagar,
T6000,c648,p1,2024-03-09T00:00:00.000000,499,Loni,Holi
T6001,c785,p2,2024-05-29T00:00:00.000000,199,Gulbarga,
T6002,c272,p7,2024-07-28T00:00:00.000000,349,Chinsurah,
T6003,c4,p7,2024-11-05T00:00:00.000000,349,Gaya,Diwali
T6004,c771,p1,2024-10-24T00:00:00.000000,499,Sri Ganganagar,
T6005,c717,p5,2024-10-16T00:00:00.000000,599,Allahabad,
T6006,c324,p4,2024-06-30T00:00:00.000000,399,Ulhasnagar,
T6007,c399,p9,2024-06-16T00:00:00.000000,299,Kamarhati,
T6008,c232,p9,2024-08-08T00:00:00.000000,299,Meerut,
T6009,c993,p4,2024-11-02T00:00:00.000000,399,Amroha,Diwali
T6010,c251,p4,2024-11-27T00:00:00.000000,399,Vadodara,
T6011,c671,p4,2024-09-12T00:00:00.000000,399,Muzaffarnagar,
T6012,c800,p5,2024-07-11T00:00:00.000000,599,Guwahati,
T6013,c396,p2,2024-01-08T00:00:00.000000,199,Kavali,
T6014,c875,p4,2024-11-11T00:00:00.000000,399,Satara,
T6015,c991,p1,2024-05-11T00:00:00.000000,499,Pune,Summer
T6016,c575,p8,2024-03-30T00:00:00.000000,199,Vijayawada,Holi
T6017,c283,p6,2024-01-09T00:00:00.000000,249,Meerut,
T6018,c367,p2,2024-11-30T00:00:00.000000,199,Imphal,
T6019,c760,p1,2024-03-04T00:00:00.000000,499,Ahmednagar,Holi
T6020,c616,p1,2024-03-20T00:00:00.000000,499,Ramgarh,Holi
T6021,c523,p4,2024-08-31T00:00:00.000000,399,Vijayawada,
T6022,c498,p2,2024-05-22T00:00:00.000000,199,Mathura,Summer
T6023,c678,p1,2024-03-06T00:00:00.000000,499,Ambala,
T6024,c712,p0,2024-05-29T00:00:00.000000,299,Indore,
T6025,c212,p2,2024-01-03T00:00:00.000000,199,Panchkula,
T6026,c860,p6,2024-09-01T00:00:00.000000,249,Berhampore,
T6027,c741,p6,2024-05-13T00:00:00.000000,249,Gwalior,
T6028,c972,p6,2024-04-08T00:00:00.000000,249,Asansol,
T6029,c399,p8,2024-11-10T00:00:00.000000,199,Kamarhati,Diwali
T6030,c150,p7,2024-08-06T00:00:00.000000,349,Bhusawal,
T6031,c801,p3,2024-03-30T00:00:00.000000,149,Kalyan-Dombivli,
T6032,c795,p1,2024-05-12T00:00:00.000000,499,Indore,
T6033,c70,p5,2024-03-21T00:00:00.000000,599,Bareilly,
T6034,c181,p5,2024-02-08T00:00:00.000000,599,Thanjavur,
T6035,c165,p4,2024-03-24T00:00:00.000000,399,Dhanbad,
T6036,c102,p2,2024-05-23T00:00:00.000000,199,Gandhinagar,Summer
T6037,c148,p4,2024-10-29T00:00:00.000000,399,Kumbakonam,
T6038,c679,p0,2024-07-05T00:00:00.000000,299,Gangtok,
T6039,c781,p6,2024-06-21T00:00:00.000000,249,Patiala,
T6040,c223,p3,2024-06-30T00:00:00.000000,149,Bhubaneswar,
T6041,c286,p9,2024-08-25T00:00:00.000000,299,Raebareli,
T6042,c105,p0,2024-11-07T00:00:00.000000,299,Vasai-Virar,
T6043,c972,p4,2024-09-22T00:00:00.000000,399,Asansol,
T6044,c726,p9,2024-10-27T00:00:00.000000,299,South Dumdum,Diwali
T6045,c185,p6,2024-08-30T00:00:00.000000,249,Latur,
T6046,c112,p7,2024-01-07T00:00:00.000000,349,Chandrapur,
T6047,c67,p3,2024-06-19T00:00:00.000000,149,Bathinda,Summer
T6048,c602,p5,2024-11-15T00:00:00.000000,599,Thrissur,
T6049,c252,p2,2024-01-16T00:00:00.000000,199,Aurangabad,
T6050,c691,p5,2024-06-03T00:00:00.000000,599,Ramagundam,Summer
T6051,c501,p1,2024-08-17T00:00:00.000000,499,Sikar,
T6052,c669,p2,2024-10-13T00:00:00.000000,199,Adoni,Diwali
T6053,c152,p4,2024-06-30T00:00:00.000000,399,Jamnagar,Summer
T6054,c64,p9,2024-06-20T00:00:00.000000,299,Jaunpur,Summer
T6055,c584,p0,2024-11-07T00:00:00.000000,299,Ambattur,
T6056,c708,p0,2024-03-15T00:00:00.000000,299,Nangloi Jat,Holi
T6057,c179,p5,2024-12-30T00:00:00.000000,599,Medininagar,
T6058,c400,p1,2024-07-10T00:00:00.000000,499,Raebareli,
T6059,c902,p9,2024-05-03T00:00:00.000000,299,Jamshedpur,
T6060,c521,p9,2024-10-30T00:00:00.000000,299,Karnal,
T6061,c633,p6,2024-03-26T00:00:00.000000,249,Davanagere,Holi
T6062,c204,p7,2024-02-17T00:00:00.000000,349,Warangal,
T6063,c710,p0,2024-08-28T00:00:00.000000,299,Gaya,
T6064,c52,p7,2024-03-28T00:00:00.000000,349,Gorakhpur,Holi
T6065,c735,p1,2024-06-25T00:00:00.000000,499,Durgapur,Summer
T6066,c49,p2,2024-06-07T00:00:00.000000,199,Haldia,
T6067,c659,p9,2024-10-29T00:00:00.000000,299,Saharsa,
T6068,c642,p0,2024-08-17T00:00:00.000000,299,Rewa,
T6069,c687,p4,2024-06-06T00:00:00.000000,399,Siwan,
T6070,c891,p0,2024-08-08T00:00:00.000000,299,Danapur,
T6071,c365,p3,2024-03-27T00:00:00.000000,149,Tezpur,Holi
T6072,c469,p6,2024-09-20T00:00:00.000000,249,Tadipatri,
T6073,c937,p3,2024-12-30T00:00:00.000000,149,Navi Mumbai,
T6074,c897,p8,2024-04-18T00:00:00.000000,199,Guwahati,
T6075,c86,p7,2024-06-11T00:00:00.000000,349,Giridih,Summer
T6076,c207,p6,2024-04-21T00:00:00.000000,249,Kirari Suleman Nagar,
T6077,c323,p8,2024-11-01T00:00:00.000000,199,Madanapalle,
T6078,c809,p1,2024-05-01T00:00:00.000000,499,South Dumdum,Summer
T6079,c941,p7,2024-02-11T00:00:00.000000,349,Bidar,
T6080,c782,p0,2024-10-26T00:00:00.000000,299,Ranchi,Diwali
T6081,c616,p6,2024-05-15T00:00:00.000000,249,Ramgarh,
T6082,c101,p3,2024-05-28T00:00:00.000000,149,Durgapur,
T6083,c71,p0,2024-03-18T00:00:00.000000,299,Kota,Holi
T6084,c733,p2,2024-05-01T00:00:00.000000,199,Pondicherry,
T6085,c679,p0,2024-04-15T00:00:00.000000,299,Gangtok,
T6086,c809,p6,2024-05-06T00:00:00.000000,249,South Dumdum,
T6087,c933,p7,2024-09-03T00:00:00.000000,349,Bhopal,
T6088,c145,p0,2024-06-22T00:00:00.000000,299,Amravati,
T6089,c327,p0,2024-01-23T00:00:00.000000,299,Panchkula,
T6090,c809,p4,2024-08-07T00:00:00.000000,399,South Dumdum,
T6091,c583,p7,2024-01-25T00:00:00.000000,349,Tiruppur,
T6092,c406,p9,2024-09-13T00:00:00.000000,299,Raipur,
T6093,c777,p1,2024-09-16T00:00:00.000000,499,Shimla,
T6094,c686,p1,2024-04-17T00:00:00.000000,499,Meerut,
T6095,c432,p6,2024-05-09T00:00:00.000000,249,Haldia,
T6096,c919,p4,2024-05-10T00:00:00.000000,399,Guwahati,Summer
T6097,c960,p1,2024-12-01T00:00:00.000000,499,Kurnool,
T6098,c814,p9,2024-11-29T00:00:00.000000,299,Gulbarga,
T6099,c206,p0,2024-07-01T00:00:00.000000,299,Gandhinagar,
T6100,c52,p8,2024-09-29T00:00:00.000000,199,Gorakhpur,
T6101,c480,p4,2024-03-08T00:00:00.000000,399,Nagercoil,Holi
T6102,c486,p1,2024-04-19T00:00:00.000000,499,Tiruvottiyur,
T6103,c216,p0,2024-03-06T00:00:00.000000,299,Amaravati,
T6104,c609,p3,2024-04-05T00:00:00.000000,149,Ambala,
T6105,c594,p7,2024-07-11T00:00:00.000000,349,Gudivada,
T6106,c589,p3,2024-03-21T00:00:00.000000,149,Sri Ganganagar,Holi
T6107,c353,p7,2024-09-04T00:00:00.000000,349,Jorhat,
T6108,c828,p3,2024-06-02T00:00:00.000000,149,Chandrapur,
T6109,c598,p9,2024-10-20T00:00:00.000000,299,Amroha,Diwali
T6110,c780,p5,2024-09-09T00:00:00.000000,599,Shahjahanpur,
T6111,c849,p7,2024-05-21T00:00:00.000000,349,Berhampore,Summer
T6112,c36,p6,2024-11-10T00:00:00.000000,249,Dehradun,
T6113,c444,p2,2024-04-04T00:00:00.000000,199,Darbhanga,
T6114,c466,p3,2024-10-14T00:00:00.000000,149,Khandwa,Diwali
T6115,c599,p1,2024-10-11T00:00:00.000000,499,Kollam,Diwali
T6116,c533,p0,2024-05-09T00:00:00.000000,299,Rajpur Sonarpur,
T6117,c18,p9,2024-10-27T00:00:00.000000,299,Bhagalpur,Diwali
T6118,c516,p9,2024-07-04T00:00:00.000000,299,Satna,
T6119,c488,p7,2024-08-12T00:00:00.000000,349,Purnia,
T6120,c395,p7,2024-04-20T00:00:00.000000,349,Moradabad,
T6121,c108,p2,2024-04-23T00:00:00.000000,199,Rajkot,
T6122,c469,p5,2024-08-11T00:00:00.000000,599,Tadipatri,
T6123,c477,p7,2024-08-21T00:00:00.000000,349,Deoghar,
T6124,c591,p3,2024-10-20T00:00:00.000000,149,Allahabad,Diwali
T6125,c186,p4,2024-08-16T00:00:00.000000,399,Berhampur,
T6126,c57,p7,2024-06-19T00:00:00.000000,349,Bhatpara,
T6127,c691,p8,2024-08-26T00:00:00.000000,199,Ramagundam,
T6128,c285,p1,2024-08-24T00:00:00.000000,499,Proddatur,
T6129,c655,p1,2024-10-29T00:00:00.000000,499,Kurnool,Diwali
T6130,c338,p8,2024-02-01T00:00:00.000000,199,Sikar,
T6131,c926,p4,2024-12-15T00:00:00.000000,399,Begusarai,
T6132,c574,p5,2024-06-04T00:00:00.000000,599,Mahbubnagar,Summer
T6133,c15,p9,2024-05-02T00:00:00.000000,299,Dewas,Summer
T6134,c631,p6,2024-09-13T00:00:00.000000,249,Ambattur,
T6135,c974,p6,2024-01-31T00:00:00.000000,249,Patna,
T6136,c2,p2,2024-12-29T00:00:00.000000,199,Anantapuram,
T6137,c873,p0,2024-09-18T00:00:00.000000,299,Bhopal,
T6138,c734,p6,2024-12-22T00:00:00.000000,249,Sagar,
T6139,c7,p1,2024-08-20T00:00:00.000000,499,Jhansi,
T6140,c529,p8,2024-06-02T00:00:00.000000,199,Munger,
T6141,c473,p0,2024-05-03T00:00:00.000000,299,Jamshedpur,
T6142,c247,p4,2024-10-17T00:00:00.000000,399,North Dumdum,
T6143,c67,p6,2024-11-26T00:00:00.000000,249,Bathinda,
T6144,c49,p8,2024-10-06T00:00:00.000000,199,Haldia,
T6145,c47,p6,2024-08-17T00:00:00.000000,249,Haldia,
T6146,c8,p6,2024-10-28T00:00:00.000000,249,Kurnool,
T6147,c121,p1,2024-11-24T00:00:00.000000,499,Srinagar,
T6148,c868,p8,2024-10-14T00:00:00.000000,199,Tumkur,Diwali
T6149,c330,p5,2024-06-01T00:00:00.000000,599,Rohtak,
T6150,c728,p8,2024-08-30T00:00:00.000000,199,Kakinada,
T6151,c103,p1,2024-02-06T00:00:00.000000,499,Meerut,
T6152,c181,p5,2024-01-25T00:00:00.000000,599,Thanjavur,
T6153,c499,p7,2024-07-17T00:00:00.000000,349,Thoothukudi,
T6154,c226,p5,2024-03-13T00:00:00.000000,599,Mira-Bhayandar,
T6155,c410,p8,2024-09-06T00:00:00.000000,199,Imphal,
T6156,c907,p1,2024-09-14T00:00:00.000000,499,Jaipur,
T6157,c270,p2,2024-10-13T00:00:00.000000,199,Vijayawada,
T6158,c586,p3,2024-10-16T00:00:00.000000,149,Amravati,Diwali
T6159,c799,p0,2024-03-25T00:00:00.000000,299,Mysore,
T6160,c951,p1,2024-12-05T00:00:00.000000,499,Tiruvottiyur,
T6161,c622,p7,2024-05-17T00:00:00.000000,349,Kochi,Summer
T6162,c42,p9,2024-06-08T00:00:00.000000,299,Visakhapatnam,Summer
T6163,c528,p1,2024-05-17T00:00:00.000000,499,Ambala,
T6164,c26,p9,2024-11-09T00:00:00.000000,299,Bettiah,Diwali
T6165,c154,p3,2024-07-21T00:00:00.000000,149,Navi Mumbai,
T6166,c164,p7,2024-01-25T00:00:00.000000,349,Bareilly,
T6167,c805,p2,2024-05-19T00:00:00.000000,199,Berhampore,
T6168,c23,p2,2024-03-19T00:00:00.000000,199,Amravati,
T6169,c784,p7,2024-11-10T00:00:00.000000,349,Muzaffarnagar,
T6170,c961,p9,2024-03-29T00:00:00.000000,299,Panchkula,
T6171,c538,p5,2024-03-18T00:00:00.000000,599,Amritsar,
T6172,c51,p4,2024-07-20T00:00:00.000000,399,Satna,
T6173,c895,p2,2024-07-15T00:00:00.000000,199,Pimpri-Chinchwad,
T6174,c885,p7,2024-08-26T00:00:00.000000,349,Katni,
T6175,c525,p8,2024-06-27T00:00:00.000000,199,Ghaziabad,
T6176,c940,p5,2024-10-29T00:00:00.000000,599,Khora ,
T6177,c12,p5,2024-12-11T00:00:00.000000,599,Bettiah,
T6178,c638,p8,2024-01-13T00:00:00.000000,199,Bally,
T6179,c32,p3,2024-02-09T00:00:00.000000,149,Anantapuram,
T6180,c812,p8,2024-06-26T00:00:00.000000,199,Tirupati,Summer
T6181,c447,p8,2024-06-22T00:00:00.000000,199,Allahabad,
T6182,c871,p6,2024-04-22T00:00:00.000000,249,Mehsana,
T6183,c197,p7,2024-02-01T00:00:00.000000,349,Sultan Pur Majra,
T6184,c424,p1,2024-08-31T00:00:00.000000,499,Thiruvananthapuram,
T6185,c5,p2,2024-10-24T00:00:00.000000,199,Allahabad,
T6186,c486,p2,2024-06-17T00:00:00.000000,199,Tiruvottiyur,Summer
T6187,c59,p2,2024-06-08T00:00:00.000000,199,Jammu,
T6188,c411,p5,2024-05-06T00:00:00.000000,599,Mirzapur,
T6189,c350,p9,2024-08-30T00:00:00.000000,299,Jorhat,
T6190,c657,p4,2024-04-18T00:00:00.000000,399,Surendranagar Dudhrej,
T6191,c880,p6,2024-09-28T00:00:00.000000,249,Berhampore,
T6192,c5,p3,2024-12-29T00:00:00.000000,149,Allahabad,
T6193,c170,p2,2024-02-19T00:00:00.000000,199,Nangloi Jat,
T6194,c849,p6,2024-06-14T00:00:00.000000,249,Berhampore,
T6195,c330,p7,2024-02-17T00:00:00.000000,349,Rohtak,
T6196,c334,p7,2024-03-24T00:00:00.000000,349,Ballia,Holi
T6197,c299,p5,2024-05-29T00:00:00.000000,599,Kavali,
T6198,c431,p7,2024-11-19T00:00:00.000000,349,Davanagere,
T6199,c768,p8,2024-02-04T00:00:00.000000,199,Thanjavur,
T6200,c176,p5,2024-11-20T00:00:00.000000,599,Dibrugarh,
T6201,c154,p3,2024-06-29T00:00:00.000000,149,Navi Mumbai,
T6202,c988,p4,2024-06-01T00:00:00.000000,399,Bettiah,
T6203,c345,p1,2024-11-09T00:00:00.000000,499,Raipur,
T6204,c306,p5,2024-01-06T00:00:00.000000,599,Hosur,
T6205,c99,p4,2024-08-03T00:00:00.000000,399,Moradabad,
T6206,c359,p7,2024-07-14T00:00:00.000000,349,Madanapalle,
T6207,c671,p9,2024-02-18T00:00:00.000000,299,Muzaffarnagar,
T6208,c163,p2,2024-03-12T00:00:00.000000,199,Nangloi Jat,Holi
T6209,c816,p6,2024-02-13T00:00:00.000000,249,Gurgaon,
T6210,c830,p3,2024-11-22T00:00:00.000000,149,Sonipat,
T6211,c490,p7,2024-07-16T00:00:00.000000,349,Hindupur,
T6212,c692,p8,2024-06-05T00:00:00.000000,199,Panvel,
T6213,c821,p8,2024-06-27T00:00:00.000000,199,Madhyamgram,Summer
T6214,c1,p9,2024-05-28T00:00:00.000000,299,Bhubaneswar,Summer
T6215,c999,p5,2024-07-23T00:00:00.000000,599,Bhopal,
